Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name,Year,brand,Mileage_mi,Condition_car
2016 BMW X3 xDrive28i,Used,113496,10995.0,207.0,Auto Showcase of Carol Stream,2016,BMW,113496.0,Used
2023 Audi e-tron GT Premium Plus,Used,24865,63998.0,1203.0,CarMax Tinley Park,2023,Audi,24865.0,Used
1959 Porsche 356 Replica,Used,994,52800.0,992.0,Diamond Motorworks,1959,Porsche,994.0,Used
2019 McLaren 600LT Coupe HUGE MSRP! MSO Ceramic Grey! MSO Clubsport Pack! TONS of Carbon! PPF!,Used,13578,219800.0,4131.0,Chicago Motor Cars,2019,McLaren,13578.0,Used
2012 BMW 650 650i Convertible,Used,79676,12500.0,235.0,Lake Motor Group LLC,2012,BMW,79676.0,Used
2019 Mercedes-Benz AMG GLE 43 Coupe 4MATIC,Used,43216,39999.0,752.0,Zeigler Buick GMC of Lincolnwood,2019,Mercedes-Benz,43216.0,Used
2024 Ford Bronco Sport Big Bend,New,,31845.0,599.0,Al Piemonte Ford,2024,Ford,,New
2005 Saab 9-5 Aero 4dr Turbo Sedan,Used,111398,5995.0,113.0,Moto Zone Inc.,2005,Saab,111398.0,Used
2018 Nissan Rogue SV,Used,77454,17998.0,338.0,CarMax Harrisonburg,2018,Nissan,77454.0,Used
2024 Ford Bronco Sport Badlands,New,,40280.0,757.0,Al Piemonte Ford,2024,Ford,,New
2016 BMW 335 Gran Turismo 335i xDrive Gran Turismo,Used,91291,14980.0,282.0,Driven Auto Sales,2016,BMW,91291.0,Used
2024 Cadillac LYRIQ Sport w/1SJ,New,,71365.0,1341.0,Napleton Cadillac of Oak Lawn,2024,Cadillac,,New
2020 Chevrolet Colorado LT,Used,33360,26998.0,507.0,CarMax Palm Desert,2020,Chevrolet,33360.0,Used
2014 BMW 228 228i 2dr Coupe,Used,36300,23900.0,449.0,MOTOR DEALS USA,2014,BMW,36300.0,Used
2017 Volkswagen Golf Alltrack TSI S,Used,127274,11495.0,216.0,carneed,2017,Volkswagen,127274.0,Used
2005 Cadillac STS V6,Used,90498,5999.0,113.0,Your Choice Auto Sales of Posen,2005,Cadillac,90498.0,Used
2021 BMW 530e Base,Used,13094,37800.0,711.0,Ultimo Motors East,2021,BMW,13094.0,Used
2003 Mercedes-Benz CL-Class CL500,Used,136187,8990.0,169.0,International Car Center,2003,Mercedes-Benz,136187.0,Used
2020 Tesla Model Y Long Range Dual Motor All-Wheel Drive,Used,48837,26495.0,498.0,Star Motor Sales,2020,Tesla,48837.0,Used
2020 BMW M240 i,Used,20098,36495.0,686.0,Autos of Chicago,2020,BMW,20098.0,Used
2017 BMW M2 Base,Used,22144,40855.0,768.0,Autos of Chicago,2017,BMW,22144.0,Used
2020 Mercedes-Benz AMG CLS 53 4MATIC,Used,57731,42989.0,808.0,Gravity Autos Chicago,2020,Mercedes-Benz,57731.0,Used
1997 Toyota Supra Turbo 15th Anniversary,Used,77076,123800.0,2327.0,Diamond Motorworks,1997,Toyota,77076.0,Used
2025 BMW ALPINA B8 Gran Coupe xDrive,Used,1661,124999.0,2350.0,Mercedes-Benz of Hoffman Estates,2025,BMW,1661.0,Used
2013 Lexus GS 350 Base,Used,156488,10995.0,207.0,Lake Motor Group LLC,2013,Lexus,156488.0,Used
2004 Lexus ES 330 Base,Used,131212,6294.0,118.0,Silver Auto Sales Inc.,2004,Lexus,131212.0,Used
2024 Hyundai Sonata SEL,Used,5464,25699.0,483.0,Napleton Downtown Chevrolet Buick GMC,2024,Hyundai,5464.0,Used
2025 Ford Explorer ST,New,,55006.0,1034.0,Murgado Ford of Chicago,2025,Ford,,New
2024 Ford Bronco Wildtrak,New,,65781.0,1236.0,Zeigler Ford of North Riverside,2024,Ford,,New
2016 Mazda Mazda3 I Touring,Used,74623,15998.0,301.0,CarMax Loveland,2016,Mazda,74623.0,Used
2025 Buick Encore GX Preferred,New,,28874.0,543.0,Zeigler Buick GMC of Lincolnwood,2025,Buick,,New
2025 Ford Escape Active,New,,33375.0,627.0,Al Piemonte Ford,2025,Ford,,New
2022 Jeep Wagoneer Series III,Used,60130,45998.0,865.0,CarMax Reno,2022,Jeep,60130.0,Used
2020 Honda Civic LX,Used,45147,18413.0,346.0,Napleton Honda of Morton Grove,2020,Honda,45147.0,Used
2023 Audi Q8 55 Prestige,Used,7467,62929.0,1183.0,Glenview Luxury Imports,2023,Audi,7467.0,Used
2025 Genesis GV80 Coupe 3.5T e-SC,New,,88135.0,1657.0,Napleton Hyundai of Glenview,2025,Genesis,,New
2025 Mercedes-Benz GLE-Class GLE 450e,New,,78495.0,1475.0,Mercedes-Benz of Westmont,2025,Mercedes-Benz,,New
2024 Audi Q5 45 S line Premium Plus,New,,51498.0,968.0,Audi Westmont,2024,Audi,,New
2024 Ford Bronco Outer Banks,New,,46036.0,865.0,Packey Webb Ford,2024,Ford,,New
2024 Honda CR-V LX AWD,Used,22155,29977.0,563.0,Community Honda of Orland Park,2024,Honda,22155.0,Used
2025 BMW X1 xDrive28i,New,,46425.0,873.0,BMW of Orland Park,2025,BMW,,New
2025 Honda Odyssey Touring,New,,44843.0,843.0,Schaumburg Honda Automobiles,2025,Honda,,New
2025 Hyundai Tucson SEL,New,,33731.0,634.0,Webb Hyundai Highland,2025,Hyundai,,New
2024 Ford Transit-350 148 WB Medium Roof Cargo,New,,55387.0,1041.0,Hawk Ford of Carol Stream,2024,Ford,,New
2024 GMC Terrain SLE,New,,27015.0,508.0,Arnie Bauer Buick GMC of Matteson,2024,GMC,,New
2025 Honda Odyssey Touring,New,,48460.0,911.0,Gerald Honda of Matteson,2025,Honda,,New
2025 Lincoln Nautilus Black Label,New,,79645.0,1497.0,Fair Oaks Lincoln,2025,Lincoln,,New
2024 Honda Odyssey Touring,Used,3778,43980.0,827.0,Basney Honda,2024,Honda,3778.0,Used
2022 Chevrolet Corvette Stingray w/2LT,Used,10250,66886.0,1257.0,"Lochmandy Motor Sales, Inc. GMC Buick",2022,Chevrolet,10250.0,Used
2024 Acura TLX A-Spec,Acura Certified,7199,43811.0,824.0,Acura of Brookfield,2024,Acura,7199.0,Certified
2024 Porsche Macan Electric 4,Used,5162,82997.0,1560.0,International Porsche of Waukesha,2024,Porsche,5162.0,Used
2022 Dodge Durango R/T AWD,Used,40672,36212.0,681.0,Boucher Nissan Waukesha,2022,Dodge,40672.0,Used
2019 Kia K900 Luxury,Used,49418,25597.0,481.0,Jordan Ford,2019,Kia,49418.0,Used
2023 Kia Stinger GT2,Used,30348,39483.0,742.0,Frank Boucher VW Kia of Racine,2023,Kia,30348.0,Used
2016 Nissan 370Z Base,Used,70526,21690.0,408.0,Lake Ford,2016,Nissan,70526.0,Used
2021 Toyota RAV4 Prime SE,Used,54788,32000.0,601.0,Don Jacobs Toyota,2021,Toyota,54788.0,Used
2016 Nissan Rogue SV,Used,83146,13875.0,261.0,Boucher Hyundai of Janesville,2016,Nissan,83146.0,Used
2022 Ford Escape SE,Used,41299,18520.0,348.0,Kingdom Chevrolet,2022,Ford,41299.0,Used
2025 Honda Civic Type R Base,New,,47145.0,886.0,McGrath City Honda,2025,Honda,,New
2025 Chevrolet Tahoe 4WD Z71,New,,84655.0,1591.0,Currie Motors Chevrolet,2025,Chevrolet,,New
2020 Nissan Frontier SV,Used,35152,25998.0,489.0,CarMax Amarillo,2020,Nissan,35152.0,Used
2024 Audi SQ8 4.0T Prestige,Used,5451,75195.0,1413.0,The Autobarn Mazda of Evanston,2024,Audi,5451.0,Used
2005 Ford Excursion XLT,Used,28611,22190.0,417.0,Napleton Ford of Oak Lawn,2005,Ford,28611.0,Used
2020 Mercedes-Benz AMG GT 53 Base,Used,35245,59775.0,1124.0,Highline Auto Sales,2020,Mercedes-Benz,35245.0,Used
2019 Porsche 718 Boxster GTS,Used,28832,69888.0,1314.0,Chicago Auto Place,2019,Porsche,28832.0,Used
2010 Lexus LS 460 L,Used,148007,9995.0,188.0,Bose Motors,2010,Lexus,148007.0,Used
1988 Porsche 944,Used,83347,14990.0,282.0,International Car Center,1988,Porsche,83347.0,Used
1984 Pontiac Firebird Hatchback,Used,11354,12800.0,241.0,Diamond Motorworks,1984,Pontiac,11354.0,Used
2014 Chevrolet Cruze 2LT,Used,104985,7490.0,141.0,Schaumburg Motor Cars,2014,Chevrolet,104985.0,Used
2008 Saturn Sky Base,Used,73115,8350.0,157.0,Garber Chevrolet Highland,2008,Saturn,73115.0,Used
2010 Lotus Exige S 240,Used,7637,109260.0,2054.0,Blackdog Performance Cars,2010,Lotus,7637.0,Used
2024 Mercedes-Benz Sprinter 3500XD High Roof,Used,2230,67755.0,1274.0,Mercedes-Benz of Hoffman Estates,2024,Mercedes-Benz,2230.0,Used
2019 Ferrari 812 Superfast Base,Used,7920,339800.0,6387.0,Chicago Motor Cars,2019,Ferrari,7920.0,Used
2018 Mercedes-Benz AMG S 63 4MATIC,Used,36439,97800.0,1838.0,Chicago Motor Cars,2018,Mercedes-Benz,36439.0,Used
2005 Volkswagen Touareg V6,Used,73825,8900.0,167.0,McGrath Arlington Kia,2005,Volkswagen,73825.0,Used
2004 Lexus ES 330 Base,Used,48879,9999.0,188.0,North Naperville Autos,2004,Lexus,48879.0,Used
2009 Toyota Matrix S,Used,103961,7999.0,150.0,North Naperville Autos,2009,Toyota,103961.0,Used
2022 BMW 530e Base,BMW Certified,23080,35995.0,677.0,Knauz Auto Park,2022,BMW,23080.0,Certified
2010 Chevrolet Aveo LT,Used,62499,4200.0,1413.0,Berman Nissan of Chicago,2010,Chevrolet,62499.0,Used
2019 Dodge Grand Caravan SE,Used,37220,35049.0,659.0,Sherman Dodge Chrysler Jeep RAM,2019,Dodge,37220.0,Used
2020 Nissan Sentra SV,Used,41412,19998.0,376.0,CarMax College Station,2020,Nissan,41412.0,Used
2011 Dodge Grand Caravan R/T,Used,38817,21499.0,404.0,Sherman Dodge Chrysler Jeep RAM,2011,Dodge,38817.0,Used
2006 Cadillac STS 4dr Sedan Supercharged,Used,71175,19788.0,372.0,iCars Chicago,2006,Cadillac,71175.0,Used
2017 Ford Flex SEL,Used,85780,18998.0,357.0,CarMax Hillside (Eisenhower Expy),2017,Ford,85780.0,Used
2007 Mitsubishi Galant Base,Used,82618,6995.0,131.0,Grand Subaru,2007,Mitsubishi,82618.0,Used
2024 Lexus NX 250 Base,Used,10378,39795.0,748.0,Jidd Motors Mitsubishi,2024,Lexus,10378.0,Used
2024 Volvo XC40 Recharge Pure Electric Twin Plus,Volvo Certified,12882,40989.0,770.0,Fields Volvo Cars of Northfield,2024,Volvo,12882.0,Certified
1994 Pontiac Firebird Trans Am,Used,16054,25900.0,487.0,MGM Classic Cars,1994,Pontiac,16054.0,Used
2014 Dodge Avenger SE,Used,81437,8500.0,160.0,Net Motorcars,2014,Dodge,81437.0,Used
2021 BMW X5 M Base,Used,45111,67855.0,1275.0,Autos of Chicago,2021,BMW,45111.0,Used
2015 Ford Escape Titanium,Used,4828,18985.0,357.0,CollegeCarsChicago.com,2015,Ford,4828.0,Used
2013 INFINITI FX37 FX37 AWD,Used,99182,12500.0,235.0,Car City Inc,2013,INFINITI,99182.0,Used
2017 Mercedes-Benz AMG GLE 43 Base 4MATIC,Used,100230,23495.0,442.0,Conway Imports,2017,Mercedes-Benz,100230.0,Used
2025 Cadillac LYRIQ Sport w/1SF,New,,64985.0,1221.0,Cadillac of Naperville,2025,Cadillac,,New
2021 Toyota 4Runner TRD Pro,Used,35325,51444.0,967.0,Fletcher Jones Audi,2021,Toyota,35325.0,Used
2023 Kia Sorento LX,Used,54707,20500.0,385.0,Kingdom Chevrolet,2023,Kia,54707.0,Used
2024 Jaguar F-PACE R-Dynamic S,Used,16187,52998.0,996.0,CarMax Sample Rd (Pompano Beach),2024,Jaguar,16187.0,Used
2024 RAM ProMaster 3500 High Roof,New,,49471.0,930.0,Hawk CDJR,2024,RAM,,New
2011 Porsche Cayenne Hybrid S,Used,132792,12991.0,244.0,Midway Autohaus,2011,Porsche,132792.0,Used
2023 Nissan Frontier PRO-4X,Used,45103,34998.0,658.0,CarMax Charleston,2023,Nissan,45103.0,Used
2023 GMC Terrain SLT,Used,10449,27988.0,526.0,Jennings Chevy / VW,2023,GMC,10449.0,Used
2002 Pontiac Firebird Firebird,Used,34760,13995.0,263.0,Greater Chicago Motors,2002,Pontiac,34760.0,Used
2005 Ford Excursion Limited Sport Utility 4D,Used,93871,29900.0,562.0,Exotic Motors,2005,Ford,93871.0,Used
2017 Ford Escape SE,Used,9014,22985.0,432.0,CollegeCarsChicago.com,2017,Ford,9014.0,Used
2016 Cadillac Escalade ESV Platinum,Used,99236,30000.0,564.0,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,2016,Cadillac,99236.0,Used
2024 Toyota GR Corolla Premium,New,,40800.0,767.0,Team Toyota,2024,Toyota,,New
2014 Chevrolet Corvette Stingray Base,Used,48385,34974.0,657.0,Chevrolet of Palatine,2014,Chevrolet,48385.0,Used
2022 Chrysler Pacifica Touring L,Used,64975,21980.0,413.0,Napleton Nissan,2022,Chrysler,64975.0,Used
2018 Acura MDX 3.5L w/Technology Package,Used,98243,20948.0,394.0,Advantage Acura of Naperville,2018,Acura,98243.0,Used
2017 Mercedes-Benz G 550 4x4 Squared Base,Used,58559,109999.0,2068.0,Chicago Northside Toyota,2017,Mercedes-Benz,58559.0,Used
2023 Chevrolet Bolt EUV LT,Used,15771,22998.0,432.0,CarMax Henderson,2023,Chevrolet,15771.0,Used
2024 Ford F-350 XL,New,,57905.0,1088.0,Westfield Ford,2024,Ford,,New
2021 Audi e-tron Premium,Used,36227,28995.0,545.0,Baha Auto Group,2021,Audi,36227.0,Used
2019 BMW i3 120Ah w/Range Extender,Used,24921,19891.0,374.0,Motorcars Express,2019,BMW,24921.0,Used
2016 Ford Escape SE,Used,84575,11395.0,214.0,Ed Napleton Acura Kia,2016,Ford,84575.0,Used
2013 INFINITI FX37 FX37 LIMITED EDITION 4 DOOR SUV 3.7L V6,Used,142904,9999.0,188.0,Your Choice Auto Sales of Posen,2013,INFINITI,142904.0,Used
2004 Hummer H1 Enclosed,Used,97238,90000.0,1692.0,Napleton Aston Martin Maserati,2004,Hummer,97238.0,Used
2016 Ford Expedition EL Limited,Used,126889,9970.0,187.0,Chicago Motor Credit,2016,Ford,126889.0,Used
2007 Toyota Yaris S,Used,139359,5945.0,112.0,Top Gear Motors,2007,Toyota,139359.0,Used
2022 Subaru Outback Touring,Used,35660,27980.0,526.0,Driven Auto of Oak Forest,2022,Subaru,35660.0,Used
2025 RAM ProMaster 3500 High Roof,New,,47539.0,894.0,DuPage CDJR,2025,RAM,,New
1970 Chevrolet Chevelle SS,Used,7701,89999.0,1692.0,Greater Chicago Motors,1970,Chevrolet,7701.0,Used
2024 Ford Mustang Mach-E Select,New,,51885.0,975.0,Highland Park Ford Lincoln,2024,Ford,,New
2014 Chevrolet Corvette Stingray Z51,Used,50975,39900.0,750.0,Schaumburg Ford,2014,Chevrolet,50975.0,Used
2010 INFINITI FX35 Base,Used,131421,7495.0,141.0,Affinity Auto Sales,2010,INFINITI,131421.0,Used
2004 Toyota MR2 Base (M5),Used,20138,22800.0,429.0,Power Motorcars,2004,Toyota,20138.0,Used
2024 Toyota 4Runner Limited,Used,9697,52118.0,980.0,Advantage Acura of Naperville,2024,Toyota,9697.0,Used
2008 Dodge Avenger R/T,Used,142910,7850.0,148.0,Windy City Motors,2008,Dodge,142910.0,Used
2025 Chevrolet Trailblazer LT,New,,25595.0,481.0,Kingdom Chevrolet,2025,Chevrolet,,New
2012 Toyota Yaris LE,Used,85656,8593.0,162.0,Kia of Lincolnwood,2012,Toyota,85656.0,Used
2024 Toyota Crown XLE,Used,13988,32998.0,620.0,CarMax Salisbury,2024,Toyota,13988.0,Used
2005 Cadillac DeVille DTS,Used,50647,8995.0,169.0,Moto Zone Inc.,2005,Cadillac,50647.0,Used
2019 Toyota Yaris Sedan LE,Used,8760,19998.0,376.0,CarMax Colorado Springs,2019,Toyota,8760.0,Used
2016 Aston Martin Vanquish Volante,Used,9199,139882.0,2629.0,Glenview Luxury Imports,2016,Aston Martin,9199.0,Used
2023 Hyundai Santa Fe HEV Limited,Used,5521,35500.0,667.0,Wilkins Mazda,2023,Hyundai,5521.0,Used
2018 Dodge Grand Caravan SXT,Used,145168,9499.0,179.0,My Choice Motors of Elmhurst,2018,Dodge,145168.0,Used
1992 Volkswagen Corrado SLC,Used,143900,9000.0,169.0,Munzir,1992,Volkswagen,143900.0,Used
2015 GMC Terrain SLT-2,Used,152306,6945.0,131.0,Top Gear Motors,2015,GMC,152306.0,Used
2012 Dodge Avenger R/T,Used,76710,8977.0,169.0,Family Hyundai,2012,Dodge,76710.0,Used
1988 Toyota Supra,Used,71936,15888.0,299.0,Greater Chicago Motors,1988,Toyota,71936.0,Used
2023 Dodge Durango SXT Plus,Used,23906,29695.0,558.0,DriveTime of Highland,2023,Dodge,23906.0,Used
2002 Pontiac Firebird FIREBIRD,Used,19923,15685.0,295.0,Schaumburg Toyota,2002,Pontiac,19923.0,Used
2020 Ferrari 488 Pista Base,Used,1699,589800.0,11086.0,Chicago Motor Cars,2020,Ferrari,1699.0,Used
2022 Mercedes-Benz C-Class C 300 4MATIC,Used,17722,36739.0,691.0,Advantage Acura of Naperville,2022,Mercedes-Benz,17722.0,Used
2014 Dodge Avenger SE,Used,207033,6850.0,129.0,Windy City Motors,2014,Dodge,207033.0,Used
2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression,Used,24842,43998.0,827.0,CarMax Bakersfield,2021,Volvo,24842.0,Used
2018 Mazda MX-5 Miata Club,Used,57945,21998.0,413.0,CarMax Des Moines,2018,Mazda,57945.0,Used
2024 Lexus IS 500 F SPORT Performance Premium,New,,68740.0,1292.0,McGrath Lexus of Westmont,2024,Lexus,,New
1996 Pontiac Firebird Trans Am,Used,21191,24495.0,460.0,Xchange Motors,1996,Pontiac,21191.0,Used
2002 Ford Excursion XLT,Used,65196,9995.0,188.0,Cars147.com,2002,Ford,65196.0,Used
2010 Toyota Yaris Base,Used,157756,6900.0,130.0,B & M Auto Sales,2010,Toyota,157756.0,Used
1994 Toyota Supra Turbo,Used,31024,132800.0,2496.0,Diamond Motorworks,1994,Toyota,31024.0,Used
2016 Lamborghini Aventador LP750-4 Superveloce,Used,7450,549895.0,10336.0,Strada Motorsports,2016,Lamborghini,7450.0,Used
2020 Mercedes-Benz AMG S 63 4MATIC,Used,23443,89800.0,1688.0,Chicago Motor Cars,2020,Mercedes-Benz,23443.0,Used
2008 Jeep Commander Limited,Used,94372,12990.0,244.0,Car City Inc,2008,Jeep,94372.0,Used
2002 Lexus ES 300 Base,Used,145950,5950.0,112.0,Global Auto Finance & Lease,2002,Lexus,145950.0,Used
2007 Lexus RX 400h Base,Used,290942,5950.0,112.0,Global Auto Finance & Lease,2007,Lexus,290942.0,Used
2021 Kia Soul S,Used,48336,16897.0,318.0,Golf Mill Ford,2021,Kia,48336.0,Used
2013 Lexus LS 460 L,Used,68814,29998.0,564.0,CarMax Pensacola,2013,Lexus,68814.0,Used
2022 Dodge Charger R/T,Used,54796,30998.0,583.0,CarMax Augusta,2022,Dodge,54796.0,Used
2018 Ferrari 812 Superfast Base,Used,6975,329999.0,6203.0,Continental Ferrari,2018,Ferrari,6975.0,Used
2023 Hyundai Santa Fe HEV Limited,Used,14078,33400.0,628.0,Wilkins Mazda,2023,Hyundai,14078.0,Used
2024 Hyundai Tucson Plug-In Hybrid SEL,Used,8668,32700.0,615.0,Wilkins Mazda,2024,Hyundai,8668.0,Used
2021 Toyota RAV4 Hybrid SE,Used,67297,30495.0,573.0,Baha Auto Group,2021,Toyota,67297.0,Used
2018 Jaguar F-TYPE 340HP,Used,34676,31991.0,601.0,Laurel BMW of Westmont,2018,Jaguar,34676.0,Used
2018 FIAT 500 Abarth,Used,11897,23888.0,449.0,Chicago Auto Place,2018,FIAT,11897.0,Used
2023 Audi SQ8 4.0T Prestige,Used,24450,83800.0,1575.0,Ultimo Motors East,2023,Audi,24450.0,Used
1987 BMW 325 i,Used,30743,34920.0,656.0,Ogden Lincoln Of Westmont,1987,BMW,30743.0,Used
2009 Toyota Yaris S,Used,111687,6495.0,122.0,Multi Autos,2009,Toyota,111687.0,Used
2007 Toyota Yaris Base,Used,119000,6500.0,122.0,Aurimas,2007,Toyota,119000.0,Used
2022 Rolls-Royce Ghost,Used,9959,267500.0,5028.0,"Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",2022,Rolls-Royce,9959.0,Used
2017 Mercedes-Benz GLS 550 Base 4MATIC,Used,59496,29500.0,555.0,Napleton's River Oaks Chrysler Jeep Dodge RAM,2017,Mercedes-Benz,59496.0,Used
2023 BMW X7 xDrive40i,Used,19456,68991.0,1297.0,Mercedes-Benz of Orland Park,2023,BMW,19456.0,Used
2017 INFINITI Q50 Hybrid Base,Used,23712,19750.0,371.0,Glendale Nissan,2017,INFINITI,23712.0,Used
1997 Toyota Supra Turbo 15th Anniversary Edition,Used,57004,94800.0,1782.0,Diamond Motorworks,1997,Toyota,57004.0,Used
2017 Ford Explorer Limited,Used,139703,14995.0,282.0,Woodfield Lexus,2017,Ford,139703.0,Used
2012 INFINITI G37x Base,Used,112478,13990.0,263.0,Car City Inc,2012,INFINITI,112478.0,Used
2023 Ford F-150 Lightning Lariat,Used,17409,52998.0,996.0,CarMax North Shore,2023,Ford,17409.0,Used
2019 Chrysler 300 Touring,Used,75056,20998.0,395.0,CarMax Dothan,2019,Chrysler,75056.0,Used
2020 Mercedes-Benz AMG CLS 53 4MATIC,Used,59652,44991.0,846.0,Platinum Motorsports,2020,Mercedes-Benz,59652.0,Used
2025 Kia K5 GT-Line,New,,30234.0,568.0,Ed Napleton Acura Kia,2025,Kia,,New
2016 Chevrolet Silverado 1500 LTZ,Used,97085,27900.0,524.0,B & M Auto Sales,2016,Chevrolet,97085.0,Used
2014 MINI Coupe Cooper S,Used,100676,9995.0,188.0,Castle Volkswagen Downers Grove,2014,MINI,100676.0,Used
2025 Audi A4 allroad 45 Premium Plus,New,,55975.0,1052.0,Fletcher Jones Audi,2025,Audi,,New
2021 Jeep Grand Cherokee L Altitude,Used,43019,34995.0,658.0,High Quality Auto Sales,2021,Jeep,43019.0,Used
2020 Jeep Renegade Sport,Used,44127,19850.0,373.0,Windy City Motors,2020,Jeep,44127.0,Used
2023 INFINITI QX55 Luxe,Used,17425,34998.0,658.0,CarMax Escondido,2023,INFINITI,17425.0,Used
2017 Ford Expedition EL Limited,Used,54820,23373.0,439.0,McGrath City Hyundai,2017,Ford,54820.0,Used
1975 Mercedes-Benz 240D Base,Used,76891,19985.0,376.0,Chicago Cars US,1975,Mercedes-Benz,76891.0,Used
2020 Mercedes-Benz E-Class,Used,17759,38998.0,733.0,CarMax Kenner,2020,Mercedes-Benz,17759.0,Used
2021 Chevrolet Traverse RS,Used,40747,31334.0,589.0,Napleton's Countryside Mazda,2021,Chevrolet,40747.0,Used
2022 Chrysler Pacifica Touring L,Used,63725,21790.0,410.0,Napleton Ford of Oak Lawn,2022,Chrysler,63725.0,Used
2024 Ford Transit-350 148 WB Medium Roof Cargo,New,,54299.0,1021.0,Bredemann Ford,2024,Ford,,New
2012 GMC Acadia SLE,Used,189000,8500.0,160.0,Frank,2012,GMC,189000.0,Used
2016 Porsche Cayenne S,Used,83879,23995.0,451.0,carneed,2016,Porsche,83879.0,Used
2022 Toyota 4Runner Limited,Used,48274,42545.0,800.0,Advantage Toyota of River Oaks,2022,Toyota,48274.0,Used
2012 Aston Martin DB9 Volante,Used,20038,70455.0,1324.0,Autos of Chicago,2012,Aston Martin,20038.0,Used
2024 Chevrolet Trailblazer LT,Chevrolet Certified,5008,22995.0,432.0,Jerry Haggerty Chevrolet,2024,Chevrolet,5008.0,Certified
2022 Volvo XC40 Recharge Pure Electric P8,Volvo Certified,30599,30300.0,570.0,Volvo Cars Lisle,2022,Volvo,30599.0,Certified
2021 Volkswagen Tiguan SEL,Used,26849,25998.0,489.0,CarMax Tinley Park,2021,Volkswagen,26849.0,Used
2022 Audi SQ8 4.0T Premium Plus,Used,27965,75989.0,1428.0,Zeigler Chrysler Dodge Jeep Ram of Schaumburg,2022,Audi,27965.0,Used
2020 Audi e-tron Sportback Premium Plus,Used,30292,26974.0,507.0,Muller's Woodfield Acura,2020,Audi,30292.0,Used
2022 Toyota RAV4 XLE,Used,65103,25430.0,478.0,Phillips Chevrolet,2022,Toyota,65103.0,Used
2019 Chevrolet Equinox 1LT,Used,77670,16995.0,319.0,High Quality Auto Group,2019,Chevrolet,77670.0,Used
2022 Chrysler Voyager LX,Used,53113,22899.0,430.0,Jack Phelan Chrysler Dodge Jeep RAM,2022,Chrysler,53113.0,Used
2022 Ford Escape PHEV SEL,Ford Certified,26117,26878.0,505.0,Golf Mill Ford,2022,Ford,26117.0,Certified
2023 Mitsubishi Mirage G4 Black Edition,Used,14258,16998.0,319.0,CarMax Lynchburg,2023,Mitsubishi,14258.0,Used
2022 Audi e-tron GT Premium Plus,Used,26507,48999.0,921.0,Audi Morton Grove,2022,Audi,26507.0,Used
2007 INFINITI G35x Base,Used,137348,5999.0,113.0,Premier Auto Works Inc,2007,INFINITI,137348.0,Used
2014 GMC Savana 1500 Upfitter,Used,71424,32000.0,601.0,Gmotorcars Commercial Truck,2014,GMC,71424.0,Used
2020 Mercedes-Benz SL 450 SL 450,Used,33719,54875.0,1031.0,Ultimo Motors North Shore,2020,Mercedes-Benz,33719.0,Used
1998 Ferrari F355 GTS,Used,42040,125990.0,2368.0,Auto Gallery Chicago,1998,Ferrari,42040.0,Used
2008 Lincoln Town Car Signature,Used,41293,16500.0,310.0,Net Motorcars,2008,Lincoln,41293.0,Used
2002 Buick LeSabre Custom,Used,83877,7499.0,141.0,I-80 Auto Sales,2002,Buick,83877.0,Used
2012 Land Rover LR2 HSE,Used,90350,9449.0,178.0,CRS Auto Group,2012,Land Rover,90350.0,Used
2022 Ford Edge Titanium,Used,58053,20881.0,392.0,South Oak Dodge Chrysler Jeep RAM,2022,Ford,58053.0,Used
2012 INFINITI G37 Base,Used,106302,11980.0,225.0,BMW of Schererville,2012,INFINITI,106302.0,Used
2019 INFINITI QX30 Luxe,Used,71805,14998.0,282.0,Toyota of Naperville,2019,INFINITI,71805.0,Used
2013 Lexus LS 460 L,Used,154778,15990.0,301.0,NB Motors Inc,2013,Lexus,154778.0,Used
2011 BMW 1 Series M Base,Used,12503,79995.0,1504.0,Knauz Auto Park,2011,BMW,12503.0,Used
2021 Porsche Cayenne E-Hybrid S,Porsche Certified,36090,59990.0,1128.0,Porsche Downtown Chicago,2021,Porsche,36090.0,Certified
2023 Nissan Altima SR FWD,Used,29355,20495.0,385.0,Baha Auto Sales,2023,Nissan,29355.0,Used
2023 Jeep Renegade Trailhawk,Used,31009,19988.0,376.0,Berman Nissan of Chicago,2023,Jeep,31009.0,Used
